,Material,Long Material Description,Supplier,Location,PIGCOM,Comments,Leadtime,Tank_Drum_Size, Intransit ,Intransit_Notes, Stock_CH01 , Stock_CH10 , monthly Chemical Forecast , monthly Consumption (6months) , monthly Consumption (3months) , Consumption on Current Month ,InHouse Stock InMonth,StockSet InHouse & Intransit,Current InHouse & Intransit, Buy To StockSet , ByTank , revised To Buy , stock included Buy , Aveage ForeCast Consumption , current Chemical Demand ,InHouse vs. curOrders,InHouse vs. oneMonth
10,105589,SHADE ORANGE/EJ,GSC,O,-,-,70,10, -   ,-, -   , -   , -   , -   , -   , -   ,0,4.3, -   , -   , -   ,,, -   , -   ,0 ,0 
11,104528,BI-372,STAHL Singapore,O,COMPOUND,"EFF art: Deco/Lux, Classic TT",25,25, -   ,-, 75 , 16 , 34 , 19 , 5 , -   ,2.7,2.8, 2.70 , 3 , 0.1 ,,, 34 , 4 ,87 ,57 
12,104797,BIANCO CONTEX ULTRA DOS,SAMIA,O,PIGMENT,-,70,160, -   ,-, -   , -   , 10 , -   , -   , -   ,0,4.8, -   , 48 , 0.3 ,,, 10 , -   ,0 ,(10)
13,105460,OXY FINE BIANCO RD,GSC,O,PIGMENT,GSC pigment,70,160," 12,000 ",2023-07-01::6560.0|||2023-07-22::3200.0|||2023-08-19::2240.0," 12,320 ", 657 ," 6,900 "," 3,242 "," 3,587 ", 803 ,1.9,4.8, 3.60 ," 8,280 ", 51.7 ,,," 6,900 "," 1,773 ","11,204 ","6,077 "
14,104743,ISOLAC BIANCO,SAMIA,O,PIGMENT,-,70,10, -   ,-, -   , -   , -   , -   , -   , -   ,0,4.8, -   , -   , -   ,,, -   , -   ,0 ,0 
15,105513,ISOLAC BIANCO N LP,SAMIA,O,PIGMENT,"xai het khong mua nua, chuyen qua mua ""SHADE WHITE""",70,10, -   ,-, 190 , 26 , 16 , 7 , 4 , 4 ,13.5,4.8, 13.50 , -   , -   ,,, 16 , -   ,216 ,200 
16,105590,SHADE WHITE/EJ,GSC,O,-,-,70,10, -   ,-, -   , 7 , -   , -   , -   , -   ,7,4.3, 7.00 , -   , -   ,,, -   , -   ,7 ,7 
17,104667,BINDER M-SM 118,GSC ITALY,O,-,-,80,1000, -   ,-, -   , -   , -   , -   , -   , -   ,0,4.7, -   , -   , -   ,,, -   , -   ,0 ,0 
18,104778,BINDEX SR 150,GSC ITALY,O,-,-,80,1000, -   ,-, -   , -   , -   , -   , -   , -   ,0,4.7, -   , -   , -   ,,, -   , -   ,0 ,0 
19,104756,BRITEX BLACK,SAMIA,O,COMPOUND,pigment EFF water,70,30, -   ,-, 660 , 44 , 9 , 7 , 7 , 1 ,78.2,4.3, 78.20 , -   , -   ,,, 9 , 1 ,703 ,695 
20,104807,BLU CONTEX T,SAMIA,O,PIGMENT,-,70,120, -   ,-, -   , -   , -   , -   , -   , -   ,0,4.8, -   , -   , -   ,,, -   , -   ,0 ,0 
21,105473,OPERA BLU,GSC,O,PIGMENT,GSC pigment=>NCC doi ten thanh (OXY FINE NERO BLU CO),70,120," 1,080 ",2023-08-19::1080.0, -   , 98 , 364 , 170 , 205 , 53 ,0.3,4.8, 3.20 , 582 , 4.9 ,,, 364 , 49 ,49 ,(266)
22,105185,OXY FINE NERO BLU,GSC,O,-,GSC pigment (tên moi cua opera blu),70,120, -   ,-, 720 , -   , -   , -   , -   , -   ,720,4.3, 720.00 , -   , -   ,,, -   , -   ,720 ,720 
23,104531,BLUE DHL,RINO MASTROTTO GROUP S.P.A,O,COMPOUND,-,0,1, -   ,-, -   , 240 , 1 , -   , -   , -   ,240,2, 240.00 , -   , -   ,,, 1 , -   ,240 ,239 
24,105017,SAMIANIL CB BLEU RP,SAMIA,O,-,-,70,1, -   ,-, 19 , -   , -   , -   , -   , -   ,19,4.3, 19.00 , -   , -   ,,, -   , -   ,19 ,19 
25,104770,CONTEX BLUE MARINE,SAMIA,O,PIGMENT,xai het khong mua nua,70,60, -   ,-, 240 , 81 , 1 , 12 , 19 , -   ,321,4.8, 321.00 , -   , -   ,,, 1 , -   ,321 ,320 
26,105459,OXY CAR OCEAN BLUE HP,GSC,O,PIGMENT,GSC pigment,70,120, -   ,-," 1,080 ", 128 , 57 , 32 , 38 , 10 ,21.2,4.8, 21.20 , -   , -   ,,, 57 , 2 ,"1,206 ","1,151 "
27,104534,BORDEAUX DHL,SYN-BIOS,O,COMPOUND,-,0,1, -   ,-, -   , -   , -   , -   , -   , -   ,0,2, -   , -   , -   ,,, -   , -   ,0 ,0 
28,104757,BRITEX BROWN,SAMIA,O,COMPOUND,pigment EFF water,70,30, -   ,-," 1,680 ", 155 , 1 , -   , -   , -   ,1835,4.3," 1,835.00 ", -   , -   ,,, 1 , -   ,"1,835 ","1,834 "
29,104802,CONTEX BRUNO,SAMIA,O,PIGMENT,-,70,160, -   ,-, -   , -   , 2 , -   , -   , -   ,0,4.8, -   , 10 , 0.1 ,,, 2 , -   ,0 ,(2)
30,105467,OPERA BRUNO DL,GSC,O,PIGMENT,GSC pigment,70,150, -   ,-," 2,250 ", 434 , 693 , 274 , 297 , 78 ,3.9,4.8, 3.90 , 624 , 4.2 ,,, 693 , 236 ,"2,448 ","1,991 "
31,104768,CONTEX BRUNO R,SAMIA,O,PIGMENT,-,70,60, -   ,-, -   , -   , -   , -   , -   , -   ,0,4.8, -   , -   , -   ,,, -   , -   ,0 ,0 
32,105457,OXY CAR MOGANO HP,GSC,O,PIGMENT,GSC pigment,70,120, -   ,-," 2,400 ", 111 , 168 , 48 , 43 , 67 ,14.9,4.8, 14.90 , -   , -   ,,, 168 , 27 ,"2,484 ","2,343 "
33,104798,CONTEX BRUNO V,SAMIA,O,PIGMENT,-,70,160, -   ,-, -   , -   , -   , -   , -   , -   ,0,4.8, -   , -   , -   ,,, -   , -   ,0 ,0 
34,105461,OXY CAR BROWN VIOLET HP,GSC,O,PIGMENT,GSC pigment,70,160," 1,440 ",2023-07-01::1120.0|||2023-07-22::320.0, 640 , 363 , 800 , 316 , 334 , 27 ,1.3,4.8, 3.10 ," 1,360 ", 8.5 ,,, 800 , 67 ,936 ,203 
35,105043,SAMIANIL CB BRUNO RP,SAMIA,O,PIGMENT,"xai het khong mua nua, chuyen qua mua Sella derm Brown",70,25, -   ,-, -   , -   , 8 , 3 , 2 , -   ,0,4.8, -   , 38 , 1.5 ,,, 8 , -   ,0 ,(8)
36,105546,SELLA DERM BROWN M2,TFL Italy,O,COMPOUND,"pigment EFF nitro, KELA",85,25, -   ,-, 50 , 49 , 1 , 4 , 5 , 1 ,99,4.8, 99.00 , -   , -   ,,, 1 , -   ,99 ,98 
37,104748,ISOLAC BRUNO,SAMIA,O,PIGMENT,"xai het khong mua, chuyen qua ""SHADE TAN""",70,10, -   ,-, 130 , 17 , 12 , 8 , 6 , 3 ,12.2,4.8, 12.20 , -   , -   ,,, 12 , 17 ,130 ,135 
38,105591,SHADE TAN/EJ,GSC,O,-,"pigment EFF nitro, KELA",70,10, -   ,-, -   , 6 , -   , -   , -   , -   ,6,4.3, 6.00 , -   , -   ,,, -   , -   ,6 ,6 
39,104749,ISOLAC BRUNO  ROSSO,SAMIA,O,PIGMENT,"xai het khong mua, chuyen qua ""SHADE BROWN""",70,10, -   ,-, 240 , 62 , 41 , 27 , 29 , 7 ,7.4,4.8, 7.40 , -   , -   ,,, 41 , 17 ,285 ,261 
40,105592,SHADE BROWN/EJ,GSC,O,-,"pigment EFF nitro, KELA",70,10, -   ,-, -   , 9 , -   , -   , -   , -   ,9,4.3, 9.00 , -   , -   ,,, -   , -   ,9 ,9 
41,104538,BUTILGLICOLE,SAMCHEM,D,-,-,14,188, -   ,-, -   , -   , -   , -   , -   , -   ,0,2.5, -   , -   , -   ,,, -   , -   ,0 ,0 
42,105282,BUTYL CELLOSOLVE (BCS),SAMCHEM,D,-,ve sinh kela,14,188, -   ,-, 188 , -   , -   , 94 , 125 , -   ,188,2.5, 188.00 , -   , -   ,,, -   , -   ,188 ,188 
43,104689,CERANIL D 1188,SAMIA,O,-,-,65,1, -   ,-, -   , -   , -   , -   , -   , -   ,0,4.2, -   , -   , -   ,,, -   , -   ,0 ,0 
44,104786,CERA ST,GSC ITALY,O,COMPOUND,THUNDER art,80,50, -   ,-, -   , 46 , -   , 1 , -   , -   ,46,4.7, 46.00 , -   , -   ,,, -   , -   ,46 ,46 
45,105153,FYL WAX CERA ST,GSC ITALY,O,-,THUNDER,80,50, -   ,-, -   , -   , -   , -   , -   , -   ,0,4.7, -   , -   , -   ,,, -   , -   ,0 ,0 
46,104541,CICLOESANONE *,Samchem,D,COMPOUND,EFF - FISS nitro,14,190, -   ,-," 1,330 ", 138 ," 1,039 ", 874 , 901 , 202 ,1.4,2.5, 1.40 ," 1,143 ", 6.0 ,,," 1,039 ", 460 ,"1,008 ",429 
47,104690,DC65,NG?C LAN,D,COMPOUND,"EFF water: GRETNA TT,HILLIARD TT, FLORIDA,JAVILLE TT",14,120, -   ,-, 120 , 81 , 2 , 3 , 5 , -   ,100.5,2.5, 100.50 , -   , -   ,,, 2 , -   ,201 ,199 
48,104787,DERMATOP TP,GSC ITALY,O,-,-,80,50, -   ,-, -   , -   , -   , -   , -   , -   ,0,4.7, -   , -   , -   ,,, -   , -   ,0 ,0 
49,104773,TO-VI-97,GSC ITALY,O,-,"Emulsione Light, NCC ?ã ??i tên thành (WASSERLAC 77 ACB)",80,110, -   ,-, -   , -   , -   , 612 , 524 , -   ,0,4.7, -   , -   , -   ,,, -   , -   ,0 ,0 
50,105179,WASSERLAC 77 ACB,GSC ITALY,O,COMPOUND,"Emulsione Light,Tên m?i c?a TO-VI-97",80,110, 220 ,2023-08-19::220.0," 1,650 ", 231 , 722 , 178 , 356 , 184 ,2.6,4.7, 2.90 ," 1,300 ", 11.8 ,,, 722 , 185 ,"1,696 ","1,159 "
51,104780,EUDERM MATT SN2,LANSESS,O,-,to make the transfer article Hermes from Itumbiara to VN.,26,120, -   ,-, -   , -   , -   , 5 , 9 , -   ,0,2.9, -   , -   , -   ,,, -   , -   ,0 ,0 
52,104926,TOP 100 M,GSC ITALY,O,-,NCC doi ten thanh (DERMATOP DULL S),80,120, -   ,-, -   , -   , -   , 95 , 51 , -   ,0,4.7, -   , -   , -   ,,, -   , -   ,0 ,0 
53,105176,DERMATOP DULL S,GSC ITALY,O,COMPOUND,ten moi TOP 100 M,80,120, 240 ,2023-07-22::240.0, 960 , 82 , 330 , 42 , 84 , 30 ,3.2,4.7, 3.90 , 264 , 2.2 ,,, 330 , 52 ,990 ,712 
54,104965,RODA LINK C/70,TFL,O,COMPOUND,cross linker,85,10, -   ,-," 1,250 ", 250 , 479 , 453 , 531 , 71 ,3.1,4.8, 3.10 , 814 , 81.4 ,,, 479 , 98 ,"1,402 ","1,021 "
55,104939,AQUAFIX LUCID 555,GSC,O,COMPOUND,NCC da doi ten thanh (AQ SYSTEM 555 LUX),70,120, -   ,-, -   , -   , 6 , 143 , -   , -   ,0,4.3, -   , 26 , 0.2 ,,, 6 , -   ,0 ,(6)
56,105150,AQ SYSTEM 555 LUX,GSC,O,COMPOUND,ten moi cua AQUAFIX LUCID 555,70,120," 3,720 ",2023-07-22::1800.0|||2023-08-19::1920.0," 4,920 ", 825 ," 4,094 "," 2,613 "," 2,273 ", 440 ,1.4,4.3, 2.30 ," 8,188 ", 68.2 ,,," 4,094 ", 572 ,"5,173 ","1,651 "
57,105021,EXP AQUAFIX 1016,GSC,O,-,"TIP,BONO, VANILE,CAPE TOWN TIP,DAKOTA TIP / replace with 555",70,120, -   ,-, -   , -   , -   , -   , -   , -   ,0,4.3, -   , -   , -   ,,, -   , -   ,0 ,0 
58,105086,EX WT 43 051,STAHL Singapore,O,COMPOUND,"Fis Baltimora,FISS art: ANGKOR,CAPITAL,TAMPA,FARO,ALINE K TT HP,GABLES,SAHARA, NOKOR, AZORES,MERO",25,110," 9,350 ",2023-07-09::1650.0|||2023-07-24::7700.0, -   , 84 ," 1,840 "," 2,588 "," 2,973 ", 209 ,0,2.8, 5.10 , -   , -   ,,," 1,840 ", 326 ,(242),"(1,756)"
59,104555,FI-70-306,STAHL Singapore,O,COMPOUND,"FISS art: Vintage, EFF Deco/Lux, EFF Classic TT",25,55, -   ,-, 990 , 73 , 680 , 255 , 218 , 17 ,1.6,2.8, 1.60 , 816 , 14.8 ,,, 680 , 52 ,"1,011 ",383 
60,104512,Melio Wax AL-03,STAHL Singapore,O,-,"WAX DECO&CLASSIC, FISS1 VINTAGE",23,60, -   ,-, -   , -   , -   , -   , -   , -   ,0,2.8, -   , -   , -   ,,, -   , -   ,0 ,0 
61,104805,CONTEX FUCHSIA,SAMIA,O,PIGMENT,-,70,120, -   ,-, -   , -   , -   , -   , -   , -   ,0,4.8, -   , -   , -   ,,, -   , -   ,0 ,0 
62,105462,OPERA RUBINO,GSC,O,PIGMENT,GSC pigment,70,120, -   ,-," 1,440 ", 109 , 34 , 20 , 19 , 2 ,45.6,4.8, 45.60 , -   , -   ,,, 34 , 1 ,"1,548 ","1,515 "
63,104803,GIALLO CONTEX ECP,SAMIA,O,PIGMENT,-,70,120, -   ,-, -   , -   , 1 , -   , -   , -   ,0,4.8, -   , 5 , -   ,,, 1 , -   ,0 ,(1)
64,105468,OPERA GIALLO,GSC,O,PIGMENT,GSC pigment,70,120, 480 ,2023-08-19::480.0," 2,160 ", 369 , 975 , 420 , 441 , 79 ,2.6,4.8, 3.10 ," 1,657 ", 13.8 ,,, 975 , 78 ,"2,451 ","1,554 "
65,104557,CONTEX GIALLO PK,SAMIA,O,PIGMENT,-,70,60, -   ,-, -   , -   , -   , -   , -   , -   ,0,4.8, -   , -   , -   ,,, -   , -   ,0 ,0 
66,105472,OPERA ARANCIO,GSC,O,PIGMENT,GSC pigment,70,120, 120 ,2023-08-19::120.0, 360 , 167 , 147 , 81 , 72 , 44 ,3.6,4.8, 4.40 , 59 , 0.5 ,,, 147 , 222 ,305 ,380 
67,104745,ISOLAC GIALLO ORO,SAMIA,O,PIGMENT,"xai het khong mua nua chuyen qua ""SHADE YELLOW""",70,10, -   ,-, 280 , 45 , 57 , 49 , 50 , 16 ,5.7,4.8, 5.70 , -   , -   ,,, 57 , 33 ,292 ,268 
68,105593,SHADE YELLOW/EJ,GSC,,-,"pigment EFF nitro, KELA",70,10, -   ,-, -   , -   , -   , -   , -   , -   ,0,4.3, -   , -   , -   ,,, -   , -   ,0 ,0 
69,105611,SHADE YELLOW CO/EJ,GSC,,-,"pigment EFF nitro, KELA",70,10, -   ,-, -   , -   , -   , -   , -   , -   ,0,4.3, -   , -   , -   ,,, -   , -   ,0 ,0 
70,104766,BRITEX GREEN,SAMIA,O,-,-,70,1, -   ,-, -   , -   , -   , -   , -   , -   ,0,4.3, -   , -   , -   ,,, -   , -   ,0 ,0 
71,104727,DILUENT NITRO GL,RIVERBANK,D,COMPOUND,"pha EFF, FISS nitro và v? sinh",14,850, -   ,-," 9,350 ", 355 ," 23,027 "," 22,168 "," 23,300 "," 5,278 ",0.4,2.5, 0.40 ," 48,357 ", 56.9 ,,," 23,027 "," 7,192 ","2,513 ","(13,322)"
72,104564,HM-283,STAHL Singapore,O,-,"TIPSHINE article: MALTA TIP, BY CAST TIP, ZANZI TIP",20,1, -   ,-, 50 , 25 , -   , -   , -   , -   ,75,2.7, 75.00 , -   , -   ,,, -   , -   ,75 ,75 
73,100029,HM-183                   ,STAHL,O,-,TIP BY MACHINE FOR BONO TT TIP,80,1, -   ,-, -   , 15 , -   , -   , -   , -   ,15,4.7, 15.00 , -   , -   ,,, -   , -   ,15 ,15 
74,104563,HM-132,STAHL Singapore,O,COMPOUND,-,23,22.5, -   ,-, -   , -   , -   , -   , -   , -   ,0,2.8, -   , -   , -   ,,, -   , -   ,0 ,0 
75,105205,HM-22-132,STAHL Singapore,O,COMPOUND,FISS nitro,25,25, -   ,-, 75 , 20 , 57 , 42 , 39 , 13 ,1.7,2.8, 1.70 , 63 , 2.5 ,,, 57 , 7 ,88 ,38 
76,100322,ICALAC SB 200,ICAP,O,COMPOUND,"KELA mua nhieu len, de 2 thang mua mot lan",83,110," 1,650 ",2023-07-02::1650.0," 2,200 ", 248 ," 1,317 "," 1,027 "," 1,193 ", 234 ,1.9,4.8, 3.10 ," 2,239 ", 20.4 ,,," 1,317 ", 609 ,"1,839 ","1,131 "
77,104938,COMPACT HP3,RECALAC,O,COMPOUND,compound,80,1000," 8,000 ",2023-07-10::8000.0," 56,000 "," 1,422 "," 26,035 "," 10,419 "," 12,884 "," 2,307 ",2.2,4.7, 2.50 ," 57,277 ", 57.3 ,,," 26,035 "," 4,529 ","52,893 ","31,387 "
78,104952,EX-RC -57-611/B,STAHL EUROPE BV,O,COMPOUND,(DONE)-Stahl Germany have another 14ton in their stock.,80,1000, -   ,-, -   , -   , -   , -   , -   , -   ,0,4.7, -   , -   , -   ,,, -   , -   ,0 ,0 
79,104867,BASEMASK 5000,SMIT FINISHING,O,COMPOUND,"SOFT, MALTA, OVAR",70,120," 3,720 ",2023-07-10::3000.0|||2023-08-15::720.0," 4,200 ", 600 ," 3,535 "," 1,859 "," 2,196 ", 764 ,1.4,4.3, 2.40 ," 6,717 ", 56.0 ,,," 3,535 "," 1,058 ","3,742 ","1,265 "
80,105321,BASEMUSK 5500,SMIT FINISHING,O,-,"Not, approved,PM.VIE.0021.19.A ,will be used in Mallorca article.",85,120, -   ,-, -   , -   , -   , -   , -   , -   ,0,4.8, -   , -   , -   ,,, -   , -   ,0 ,0 
81,104931,BINDER M-PR 400,GSC ITALY,O,COMPOUND,Compound,80,1000, -   ,-," 134,000 "," 1,944 "," 40,256 "," 16,410 "," 13,285 "," 2,587 ",3.4,4.7, 3.40 ," 52,333 ", 52.3 ,,," 40,256 "," 9,103 ","126,841 ","95,688 "
82,104932,BINDER W 212,GSC ITALY,O,-,"Compound,NCC doi ten thanh (BINDER W 207)",80,1000, -   ,-, -   , -   , -   ," 1,347 ", -   , -   ,0,4.7, -   , -   , -   ,,, -   , -   ,0 ,0 
83,105151,BINDER W 207,GSC ITALY,O,COMPOUND,ten moi BINDER W 212,80,1000," 4,000 ",2023-07-01::4000.0," 31,000 ", 841 ," 18,136 "," 4,623 "," 6,416 "," 1,561 ",1.8,4.7, 2.00 ," 48,967 ", 49.0 ,,," 18,136 "," 5,854 ","25,987 ","13,705 "
84,104928,RODA BASE 5615,TFL,O,COMPOUND,"FON or RIM article: AJAX TT, HERCULES TT,CAPRI,SAHARA KTT, RAVENNA,Maestro",85,120," 34,000 ",2023-06-29::1000.0|||2023-06-29::10000.0|||2023-07-17::18000.0|||2023-07-21::5000.0," 31,000 ", 942 ," 4,759 "," 2,846 "," 5,189 ", 640 ,6.7,4.8, 13.90 , -   , -   ,,," 4,759 "," 5,577 ","26,365 ","27,183 "
85,104987,BUTIL DIGLYCOL,SAMCHEM,D,-,-,14,200, -   ,-, -   , -   , -   , -   , -   , -   ,0,2.5, -   , -   , -   ,,, -   , -   ,0 ,0 
86,105283,BUTYL CARBITOL (BC),SAMCHEM,D,COMPOUND,add on FISS water,14,200, -   ,-, -   , 366 , 150 , 121 , 131 , 20 ,2.4,2.5, 2.40 , 15 , 0.1 ,,, 150 , 35 ,331 ,216 
87,104579,LAMOIL GS,UNICHEM,O,-,-,0,1, -   ,-, -   , -   , -   , -   , -   , -   ,0,2, -   , -   , -   ,,, -   , -   ,0 ,0 
88,104730,LAMSOFT SW16,UNICHEM,O,-,replace with Roda Feel 768N,54,100, -   ,-, -   , -   , -   , -   , -   , -   ,0,3.8, -   , -   , -   ,,, -   , -   ,0 ,0 
89,105263,RODA FEEL 768/ N,TFL,O,COMPOUND,"Tato Milling art ELLINGTESSE K TT, add on FISS water",85,30, -   ,-," 1,320 ", 77 , 7 , 9 , 14 , 1 ,199.6,4.8, 199.60 , -   , -   ,,, 7 , -   ,"1,397 ","1,390 "
90,104696,LAMSOFT W 81,UNICHEM,O,-,-,54,100, -   ,-, -   , -   , -   , -   , -   , -   ,0,3.8, -   , -   , -   ,,, -   , -   ,0 ,0 
91,104709,LAMWAX 6,UNICHEM,O,-,-,54,120, -   ,-, -   , -   , -   , -   , -   , -   ,0,3.8, -   , -   , -   ,,, -   , -   ,0 ,0 
92,104806,CONTEX LEMON C,SAMIA,O,PIGMENT,-,70,120, -   ,-, -   , -   , -   , -   , -   , -   ,0,4.8, -   , -   , -   ,,, -   , -   ,0 ,0 
93,105469,OPERA LIMONE,GSC,O,PIGMENT,GSC pigment,70,120, 240 ,2023-07-22::240.0," 1,680 ", 97 , 473 , 237 , 193 , 17 ,3.8,4.8, 4.30 , 237 , 2.0 ,,, 473 , 50 ,"1,727 ","1,304 "
94,104746,ISOLAC LEMON LP,SAMIA,O,PIGMENT,"xai het khong mua, chuyen qua  SHADE LEMON",70,10, -   ,-, -   , 4 , 11 , 2 , -   , -   ,0.4,4.8, 0.40 , 48 , 4.8 ,,, 11 , 4 ,0 ,(7)
95,105594,SHADE LEMON/EJ,GSC,O,-,"pigment EFF nitro, KELA",70,10, -   ,-, 50 , 5 , -   , 6 , 10 , 0 ,55,4.3, 55.00 , -   , -   ,,, -   , -   ,55 ,55 
96,104759,BRITEX LEMON ICE,SAMIA,O,-,-,70,1, -   ,-, -   , -   , -   , -   , -   , -   ,0,4.3, -   , -   , -   ,,, -   , -   ,0 ,0 
97,104588,LS-8296,STAHL Singapore,O,COMPOUND,-,23,100, -   ,-, -   , -   , -   , -   , -   , -   ,0,2.8, -   , -   , -   ,,, -   , -   ,0 ,0 
98,105353,LS-64-296 ,STAHL Europe,O,COMPOUND,THUNDER,83,100, -   ,-, 100 , -   , -   , -   , -   , -   ,100,4.8, 100.00 , -   , -   ,,, -   , -   ,100 ,100 
99,104891,LS-64-256,STAHL Singapore,O,COMPOUND,"EMU, FIS 1,VINTAGE, EFF WILD",25,100, -   ,-," 3,200 ", 50 ," 1,959 ", 935 , 958 , 140 ,1.7,2.8, 1.70 ," 2,155 ", 21.5 ,,," 1,959 ", 142 ,"3,108 ","1,291 "
100,104792,RODA LAC S 214,TFL,O,-,-,85,110, -   ,-, -   , -   , -   , -   , -   , -   ,0,4.8, -   , -   , -   ,,, -   , -   ,0 ,0 
101,105310,RODA LAC S 214/N,TFL,O,COMPOUND,"EF+FISS NITRO, SIENA",85,110, -   ,-," 12,540 ", 381 ," 3,949 "," 3,224 "," 3,446 ", 761 ,3.3,4.8, 3.30 ," 5,924 ", 53.8 ,,," 3,949 "," 1,910 ","11,011 ","8,972 "
102,104729,TRUMP FINISH 6311,ISELLO,O,COMPOUND,-,75,45, -   ,-, 855 , 28 , 64 , 33 , 26 , -   ,13.8,4.5, 13.80 , -   , -   ,,, 64 , 9 ,874 ,819 
103,105016,SU-2960,STAHL Netherlands,O,-,-,105,100, -   ,-, -   , -   , -   , -   , -   , -   ,0,5.5, -   , -   , -   ,,, -   , -   ,0 ,0 
104,104937,MELIO AQUABASE W-MN,STAHL Singapore,O,-,STUCCO BY HAND,25,70, -   ,-, 630 , 76 , -   , 453 , 467 , 118 ,706,2.8, 706.00 , -   , -   ,,, -   , -   ,706 ,706 
105,104601,METALIC SILVER - NHU BAC,Vina Hào D??ng,D,COMPOUND,-,14,1, -   ,-, 3 , 2 , -   , -   , -   , -   ,5,2.5, 5.00 , -   , -   ,,, -   , -   ,5 ,5 
106,104680,MEK-CLEANING SOLVENT,RIVERBANK,D,COMPOUND,FISS nitro,14,165, -   ,-, -   , 226 , 226 , 213 , 176 , 38 ,1,2.5, 1.00 , 339 , 2.1 ,,, 226 , 27 ,199 ,0 
107,104676,MELIO PROMUL AP-39 A,STAHL Singapore,O,COMPOUND,-,25,120, -   ,-," 6,720 ", 584 ," 2,556 "," 1,239 "," 1,154 ", 201 ,2.9,2.8, 2.90 , -   , -   ,,," 2,556 ", 503 ,"6,801 ","4,748 "
108,104961,RODA PUR 65,TFL,O,-,xai het chuyen qua ASTACIN FINISH PUMN TF,85,1000, -   ,-, -   , -   , -   ," 1,007 "," 1,374 ", -   ,0,4.8, -   , -   , -   ,,, -   , -   ,0 ,0 
109,105505,ASTACIN FINISH PUMN TF,STAHL Singapore,O,COMPOUND,xai het PUR 65 chuyen qua xai TF Singapore,28,120, -   ,-," 12,200 ", 532 ," 6,308 "," 1,746 "," 1,353 ", 585 ,2,2.9, 2.00 ," 5,677 ", 47.3 ,,," 6,308 "," 1,967 ","10,765 ","6,424 "
110,104960,RODA LINK 5504/N,TFL,O,COMPOUND,cross linker,85,10," 1,300 ",2023-06-29::1300.0," 3,460 ", 388 ," 1,700 ", 763 , 825 , 159 ,2.3,4.8, 3.00 ," 3,060 ", 306.0 ,,," 1,700 ", 468 ,"3,380 ","2,148 "
111,104675,MELIO 09-R-179,STAHL,O,-,same as Rodalink 5504,83,10, -   ,-, -   , -   , -   , -   , -   , -   ,0,4.8, -   , -   , -   ,,, -   , -   ,0 ,0 
